file_name,x_scale_ratio,y_scale_ratio
w_0.jpg,0.09231878831590336,0.13852813852813853
w_1.jpg,0.08333333333333333,0.125
w_10.jpg,0.052308949734368615,0.07845540913269997
w_100.jpg,0.1038961038961039,0.1553398058252427
w_1000.jpg,0.08333333333333333,0.125
w_10000.jpg,0.07797745964057265,0.11694837825491092
w_10001.jpg,0.0700218818380744,0.10500410172272355
w_10002.jpg,0.08631153068105192,0.1294891249367729
w_10003.jpg,0.09142857142857143,0.13711837171933583
w_10004.jpg,0.08432147562582346,0.12648221343873517
w_10005.jpg,0.09146123615576991,0.13719185423365488
w_10006.jpg,0.07985028072364317,0.11979410388394947
w_10007.jpg,0.08457218368021142,0.12685827552031714
w_10008.jpg,0.08126984126984127,0.1219047619047619
w_10009.jpg,0.05397427788319629,0.08096141682479444
w_1001.jpg,0.08734220402592972,0.13101330603889458
w_10010.jpg,0.0796267496111975,0.11945870275314979
w_10011.jpg,0.08376963350785341,0.12567501227295041
w_10012.jpg,0.08806329549363605,0.13209494324045407
w_10013.jpg,0.09481481481481481,0.14222222222222222
w_10014.jpg,0.09602400600150038,0.14406302757456388
w_10015.jpg,0.08421052631578947,0.1262950172668969
w_10016.jpg,0.08794228787358296,0.13189077794951057
w_10017.jpg,0.04306139613120269,0.06458123107971746
w_10018.jpg,0.08333333333333333,0.125
w_10019.jpg,0.08163265306122448,0.12248803827751197
w_1002.jpg,0.07418139669660968,0.11125597566275533
w_10020.jpg,0.05401983540831399,0.08103830326052548
w_10021.jpg,0.05284888521882741,0.07928151130380923
w_10022.jpg,0.07850352652560565,0.11775528978840846
w_10023.jpg,0.08524808524808525,0.12787212787212787
w_10024.jpg,0.08020050125313283,0.12030075187969924
w_10025.jpg,0.0706401766004415,0.10596026490066225
w_10026.jpg,0.05823475887170155,0.08734220402592972
w_10027.jpg,0.07571724341910677,0.11357586512866016
w_10028.jpg,0.04303244242729871,0.06454866364094806
w_10029.jpg,0.07859993859379798,0.117918010133579
w_1003.jpg,0.08333333333333333,0.125
w_10030.jpg,0.10833685992382565,0.16253968253968254
w_10031.jpg,0.04949729311678268,0.07424593967517401
w_10032.jpg,0.07987519500780031,0.11979410388394947
w_10033.jpg,0.08460013218770654,0.12685827552031714
w_10034.jpg,0.09580838323353294,0.1437394722066255
w_10035.jpg,0.08349641226353555,0.12524461839530332
w_10036.jpg,0.04941131055780737,0.07411696583671105
w_10037.jpg,0.11169284467713787,0.16753926701570682
w_10038.jpg,0.07913446676970634,0.1186833565136764
w_10039.jpg,0.049211841599384853,0.07381776239907728
w_1004.jpg,0.04938271604938271,0.07407407407407407
w_10040.jpg,0.08396195473925877,0.12598425196850394
w_10041.jpg,0.10170838299562972,0.15256257449344457
w_10042.jpg,0.05405405405405406,0.08106396453451552
w_10043.jpg,0.08336046890263758,0.1250610649731314
w_10044.jpg,0.08062992125984252,0.12098298676748583
