Image,whaleID,bonnet_tip_x_rescaled,bonnet_tip_y_rescaled,blowhead_x_rescaled,blowhead_y_rescaled
w_7812.jpg,whale_48813,139.01761382499993,171.26221336,137.3160518441666,138.59222333
w_4598.jpg,whale_09913,136.63542705249995,151.6091724825,112.81355932166663,158.2452642075
w_3828.jpg,whale_45062,93.24559654333329,113.579262213375,112.13293452999996,120.47058823525
w_8734.jpg,whale_74162,140.88933200416662,152.8853439675,140.20870721166662,133.742771685
w_3251.jpg,whale_99558,137.9966766366666,133.9980059825,138.5071452308333,109.75074775675
w_8063.jpg,whale_59255,133.74277168499995,95.71286141575,136.63542705249995,109.495513459625
w_5624.jpg,whale_87291,113.66434031249995,118.939182452625,130.67996011999995,141.655034895
w_825.jpg,whale_33152,148.54636091689497,105.92223330005478,124.7244931872146,121.49152542356164
w_3974.jpg,whale_88147,85.07809903604935,107.70887337999989,101.41309405135799,81.93020937185176
w_3049.jpg,whale_77693,176.28182120333327,77.846460618125,152.80026586916662,82.185443669
w_6660.jpg,whale_74625,123.87371219654317,80.14356929185178,149.56729810567896,105.9222332999999
w_3909.jpg,whale_06069,160.45729478249993,144.71784646,139.86839481583328,128.89332004
w_2632.jpg,whale_62939,101.75340644740737,91.88434695925918,118.42871385827156,91.3738783651851
w_7754.jpg,whale_67036,109.58059155833328,218.99102691875,106.34762379499996,173.04885344
w_1681.jpg,whale_78785,136.12495845833328,112.303090727875,145.65370554999996,128.6380857425
w_4130.jpg,whale_75682,151.94948487833327,104.901296111625,159.26620139583326,121.236291126625
w_1194.jpg,whale_08017,96.13825191083329,101.58325024925,122.68261880999997,111.792622133625
w_5390.jpg,whale_23574,143.10136257916662,135.529411765,163.00963775333327,150.58823529375
w_8923.jpg,whale_06069,158.41542040583326,138.3369890325,139.01761382499993,119.19441674975
w_8790.jpg,whale_46169,104.81621801249995,196.78564307125,104.47590561666664,169.7308075775
w_4522.jpg,whale_11242,133.57261548691355,93.16051844444435,112.47324692592589,125.83050847481469
w_6695.jpg,whale_03227,134.0830840808333,146.50448654,109.24027916249995,138.59222333
w_1052.jpg,whale_24815,125.57527417749995,73.762711864375,109.24027916249995,50.5363908275
w_7212.jpg,whale_36231,156.88401462249996,93.670987038875,137.8265204383333,103.369890329
w_735.jpg,whale_89615,120.30043203749996,147.27018943125,129.99933532749995,151.6091724825
w_3805.jpg,whale_64989,104.30574941833329,203.421734795,126.42605516749994,176.3668993025
w_707.jpg,whale_52342,114.17480890666663,153.65104686,126.59621136583328,126.34097706875
w_9271.jpg,whale_63948,98.00997008999997,217.97008973125,118.08840146249995,177.898305085
w_7097.jpg,whale_80947,142.9312063808333,120.725822532375,130.67996011999995,124.809571286125
w_3779.jpg,whale_80247,81.67497507456788,182.74775672962943,101.07278165481478,154.16151545333318
w_5312.jpg,whale_11076,107.02824858749996,39.050847457625,100.05184446666664,77.080757726875
w_6038.jpg,whale_70138,113.49418411456787,106.17746759703692,132.55167829827155,94.94715852444436
w_5859.jpg,whale_11242,147.69557992691352,146.5044865407406,142.25058158864195,118.68394815555543
w_6731.jpg,whale_07863,141.56995679604933,168.96510468592575,140.3788634098765,144.7178464607406
w_4144.jpg,whale_36300,147.52542372916662,151.09870388875,143.6118311733333,161.052841475
w_4817.jpg,whale_64634,150.07776669999996,116.1316051845,137.8265204383333,137.82652043875
w_2319.jpg,whale_22448,186.3210368891666,118.173479561375,173.04885343999996,141.655034895
w_446.jpg,whale_68116,103.4549684283333,138.8474576275,116.38683948166661,111.792622133625
w_8673.jpg,whale_30331,69.76404120966664,103.369890329,87.2901296108333,80.654037886375
w_5770.jpg,whale_88147,149.0568295116049,95.71286141555545,127.27683615802465,80.90927218370362
w_133.jpg,whale_64006,137.48620804249995,143.6969092725,128.80824194083328,113.579262213375
w_3003.jpg,whale_54796,98.18012628749996,91.629112662,111.7926221333333,127.10667996
w_5033.jpg,whale_48415,75.03888335012344,100.81754735777767,98.69059488197527,107.19840478592582
w_6015.jpg,whale_09181,144.24881200519482,135.01894317048544,127.34865533298701,123.27816550353398
w_6511.jpg,whale_86041,92.90528414749997,84.737786640125,91.03356596916663,115.365902293125
w_2935.jpg,whale_81818,81.33466267866663,145.228315055,97.49950149583329,137.57128614125
w_4664.jpg,whale_99573,93.9262213358333,187.3419740775,123.53339980083328,167.6889332
w_5938.jpg,whale_47734,118.93918245249996,112.813559322,111.11199734166662,84.99302093725
w_8430.jpg,whale_58010,140.20870721166662,154.16151545375,127.10667995999997,162.32901296125
w_9105.jpg,whale_23525,86.94981721499997,180.19541375875,107.53871718166661,141.39980059875
w_6365.jpg,whale_48490,112.81355932197526,84.22731804592584,124.0438683950617,98.00997008962953
w_2577.jpg,whale_02411,145.31339315416662,152.63010967125,160.11698238583327,138.3369890325
w_8281.jpg,whale_80247,132.89199069416662,52.578265204375,102.43403123999997,72.997008973125
w_3392.jpg,whale_08439,147.69557992666662,118.939182452625,147.3552675308333,95.71286141575
w_9358.jpg,whale_48813,131.8710535058333,124.809571286125,154.50182784999996,103.369890329
w_8357.jpg,whale_08181,127.10667995999997,140.1236291125,104.47590561666664,123.533399800625
w_2883.jpg,whale_78280,121.3213692258333,103.88035892325,105.66699900333329,115.110667996
w_1087.jpg,whale_23847,205.88899966749992,145.4835493525,180.5357261549999,148.5463609175
w_9328.jpg,whale_29569,163.1797939516666,88.0558325025,160.11698238583327,101.072781655
w_4469.jpg,whale_67685,145.9940179458333,138.8474576275,120.98105682916663,119.704885344
w_3983.jpg,whale_49530,184.27916251249994,161.3080757725,163.00963775333327,174.0697906275
w_4441.jpg,whale_48386,138.5071452308333,106.432701894375,155.5227650383333,115.365902293125
