Image,bonnet_tip_x,bonnet_tip_y,blowhead_x,blowhead_y
w_1947.jpg,158.51926,174.79486,149.22911,151.68988
w_11096.jpg,102.97779,123.28926,113.98486,125.57421
w_10973.jpg,124.59868,80.73863,141.33603,106.04277
w_10442.jpg,122.8381,89.13506,117.29472,59.991535
w_10606.jpg,53.179543,73.13678,82.24849,100.37935
w_11167.jpg,77.61619,98.18103,72.598526,89.41963
w_1464.jpg,89.47413,70.34702,99.55878,84.14851
w_5072.jpg,150.42159,131.09471,139.98164,127.73035
w_5492.jpg,187.53923,126.63015,162.57585,103.05994
w_10124.jpg,122.61945,108.58222,120.18515,100.85115
w_9503.jpg,152.23782,110.75945,150.54672,118.71545
w_11267.jpg,56.79677,79.69139,57.787872,64.523125
w_1590.jpg,105.91981,130.70743,100.898575,125.20934
w_10175.jpg,119.25644,129.01392,106.409424,121.11083
w_10222.jpg,83.75819,125.22172,73.2877,153.5593
w_6578.jpg,155.00735,173.45384,150.01651,143.74577
w_2830.jpg,127.20429,117.98846,119.96654,121.899956
w_7398.jpg,47.71165,77.64601,52.76305,71.10876
w_1219.jpg,132.80211,81.36709,114.87277,74.0387
w_10546.jpg,128.07816,107.14503,130.38531,107.94688
w_2248.jpg,156.47641,184.87521,151.23358,157.27939
w_3481.jpg,151.52632,109.57122,156.90483,114.52582
w_2920.jpg,58.357063,125.47136,64.31431,101.7692
w_5567.jpg,100.407524,116.98846,104.19742,101.05195
w_7309.jpg,135.98633,116.47842,112.148994,113.50523
w_207.jpg,118.4279,141.7818,117.85817,125.803604
w_4812.jpg,166.44206,98.69454,160.1208,134.31174
w_2611.jpg,112.79032,159.86784,108.19519,148.66333
w_11172.jpg,216.99364,142.18912,182.27505,171.2486
w_6686.jpg,88.578285,66.44315,89.05589,73.615486
w_10922.jpg,159.56155,189.14717,114.21865,164.84251
w_6470.jpg,107.62455,143.23936,103.14386,136.11653
w_5570.jpg,115.96443,130.10883,108.60243,104.07209
w_6221.jpg,116.49033,108.451,106.68232,101.00446
w_2679.jpg,136.68663,133.61606,142.15355,121.32563
w_665.jpg,148.29036,99.47019,145.2907,111.15855
w_3575.jpg,158.13475,117.84699,138.6056,106.16738
w_3900.jpg,97.02553,88.37891,100.1738,93.7851
w_4372.jpg,102.874886,46.02515,105.274994,59.237823
w_8286.jpg,135.62195,131.23524,136.94995,128.94128
w_4640.jpg,186.52425,109.32743,164.49153,115.35625
w_2691.jpg,136.7071,100.07021,133.13069,112.094345
w_4796.jpg,82.53695,96.471085,121.28099,118.4924
w_8366.jpg,148.34657,167.6833,142.70921,165.79301
w_3633.jpg,78.47706,63.67294,86.050186,67.0853
w_6364.jpg,128.45961,133.35918,141.70644,127.467964
w_9746.jpg,177.94843,165.90375,165.51006,158.84386
w_11231.jpg,115.271324,84.33837,113.3624,85.56172
w_10111.jpg,98.76085,134.36084,108.81221,132.675
w_3469.jpg,84.37004,133.12791,111.33418,156.74164
