Image,whaleID,x,y,width,height
w_7001.jpg,whale_34663,16.79359999999999,48.844799999999935,40.75519999999998,48.99839999999993
w_1491.jpg,whale_82089,135.85151652331365,103.51833408782252,40.67722951561792,45.370755998189225
w_6480.jpg,whale_89211,93.9574468085106,80.57220461747396,41.02489814395652,39.24309642372115
w_1991.jpg,whale_95370,109.12279752841091,34.51033064207764,33.26782407271316,61.08166503316088
w_9019.jpg,whale_25878,71.4459031235853,91.26301493888636,24.076052512449053,42.11136260751471
w_1455.jpg,whale_24458,142.54413761883197,102.73607967406065,24.77138976912629,46.02263467632411
w_246.jpg,whale_29172,105.09494178361241,132.32991145314602,40.79905260298775,49.18315110909906
w_5937.jpg,whale_65586,132.07749350044637,104.66950496480464,11.90987802662986,18.093853155841515
w_6896.jpg,whale_71062,161.05786193810607,144.37686909451654,33.106338287277374,40.07272993460023
w_8352.jpg,whale_69459,137.20902748005892,104.99271866295042,32.216308817108434,38.24238096994883
w_5463.jpg,whale_62939,122.7864993305914,100.44102289473417,29.38998256648332,31.132172254702677
w_2866.jpg,whale_36851,106.0936709592286,143.99339799466395,43.587881683249336,43.33223428334759
w_3496.jpg,whale_48813,112.74050335667425,67.87438467391615,36.81322558585283,39.30578773489496
w_2440.jpg,whale_34656,128.67692051365745,88.00093348198462,47.3249464503117,58.08061609810982
w_1277.jpg,whale_17785,97.77881497998287,72.16076545522738,30.506990273754646,63.947344996908825
w_9265.jpg,whale_46974,96.60546920022307,66.29403655642841,36.764834432473556,41.06710229159282
w_8600.jpg,whale_97440,129.4591510334973,98.56104549982277,28.160298714235076,35.200373392793836
w_9315.jpg,whale_04397,78.80248199868248,118.55138100684137,49.135665246237316,60.14483552546499
w_1316.jpg,whale_10583,108.73004225774096,68.0540552260681,39.50264125191308,86.24091481234493
w_7.jpg,whale_15079,113.81454063670006,95.04100816054338,43.41379385111238,67.4673823361882
w_4135.jpg,whale_33152,100.63402306269661,94.1342754706739,39.33467939310302,39.16658247261969
w_7263.jpg,whale_95091,57.904136077747665,123.2859586026217,30.54986428825981,42.75702763356867
w_2557.jpg,whale_82602,124.50028375215501,108.1388501584427,28.8881561888984,55.60330947863187
w_83.jpg,whale_38681,111.71791375706724,85.89752636698994,32.722867187424725,44.86611868275814
w_6266.jpg,whale_80405,86.15317376689165,86.08926191691626,23.136089691108896,35.2793411864423
w_4758.jpg,whale_79648,127.11245947397772,119.09459664561918,40.675987031672875,66.8807094463083
w_7012.jpg,whale_82554,107.37190795873738,128.6545540005586,28.249037689144007,46.97520973194765
w_661.jpg,whale_52505,96.21435394030313,63.94734499690882,36.764834432473556,57.49394320822995
w_4845.jpg,whale_97542,112.76283406569927,73.47665718275151,33.53297106326916,52.5185502682083
w_6302.jpg,whale_87155,146.10248904385335,77.26942662030568,25.053445190372077,61.3553759764214
w_5927.jpg,whale_38288,25.678361056798575,132.93664794891288,45.751416160195674,46.243774115562
w_7963.jpg,whale_60921,72.47603787214773,149.36199339260082,27.48209548943874,48.50909413135815
w_8724.jpg,whale_89541,104.85217606364127,114.4220175297673,39.66629941031932,63.66024975292509
w_1271.jpg,whale_05349,116.22503113932723,215.52947301970713,31.344698135427155,37.44720573701477
w_6793.jpg,whale_35594,131.4813001432962,127.73657956959475,25.796963952165708,43.68840669318388
w_38.jpg,whale_85464,117.33457797597951,161.43906473290804,27.461284207144132,50.76176777684225
w_8826.jpg,whale_29569,100.0622860059909,112.25761382352643,32.41987767643006,30.22320372171866
w_7476.jpg,whale_33140,74.29854372841993,87.28435114997997,35.6698760820069,57.69643550591898
w_394.jpg,whale_86585,106.7938830277828,105.68433619113053,45.768807011906894,72.39793109156186
w_4083.jpg,whale_73136,69.79174017317929,131.33885169952703,27.35427178948786,50.426449630621335
w_5495.jpg,whale_98746,101.24614884452133,124.4079390596379,37.447205737014734,62.828089625435865
w_1938.jpg,whale_64634,92.36977415130302,106.10041625487514,52.148701322657566,80.30345230270942
w_916.jpg,whale_64496,90.15068047799843,58.25120892424517,39.9436861194824,61.99592949794666
w_354.jpg,whale_34656,154.41102954066045,118.6843054043901,32.08374868767033,60.97190487656876
w_6521.jpg,whale_53079,135.58662343890967,147.05933772989425,39.86478501109823,76.48476193989771
w_7520.jpg,whale_59255,141.1931121235178,103.73603382680123,19.391328703659106,31.9275197210637
w_486.jpg,whale_24679,133.95923754851998,98.74380821205317,42.94876318349496,42.37355653371601
w_6199.jpg,whale_78280,115.16915365574093,134.98182714812705,20.196144592238692,48.31735858143185
w_8977.jpg,whale_63948,103.53719696021106,98.93554376197949,34.51239898673701,91.84132841470577
w_5722.jpg,whale_92153,63.14490777573365,49.65950743091606,33.617633087080875,54.26116062914766
w_1477.jpg,whale_60729,128.07934735077959,73.81818672163197,41.92617358388793,65.19008697494772
w_3468.jpg,whale_08923,130.38017394989544,74.96860002118989,45.37741348256162,39.11405218496863
w_5044.jpg,whale_22059,95.7399512632075,94.71736166360051,45.249589782610755,43.523969833273924
w_6326.jpg,whale_00195,120.15427795382517,100.85289926124265,34.895870086589646,38.730581085115986
w_5503.jpg,whale_48490,42.05399728383881,133.2562071987902,43.971352783101985,58.28760717760031
w_6620.jpg,whale_68789,112.17765084518338,107.42632472467452,48.672121234480414,46.23851517275636
w_5244.jpg,whale_58362,120.66557275362867,42.757027633568654,26.203858489929974,62.50578927597929
