Image,whaleID,x,y,width,height
w_7001.jpg,whale_34663,340.0703999999999,659.4047999999998,825.2927999999999,661.4783999999997
w_1491.jpg,whale_82089,1630.2181982797645,828.1466727025802,488.12675418741514,362.9660479855138
w_6480.jpg,whale_89211,1127.4893617021276,644.5776369397917,492.2987777274784,313.94477138976913
w_1991.jpg,whale_95370,1050.306926210955,222.1602535083748,320.20280669986414,393.2132186509732
w_9019.jpg,whale_25878,857.3508374830238,730.1041195110909,288.91263014938875,336.89090086011765
w_1455.jpg,whale_24458,1710.5296514259844,821.8886373924852,297.2566772295156,368.18107741059293
w_246.jpg,whale_29172,2128.172571118152,1786.4538046174732,826.1808152105023,663.9725399728379
w_5937.jpg,whale_65586,1584.929922005357,837.3560397184372,142.91853631955837,144.75082524673212
w_6896.jpg,whale_71062,1932.6943432572737,1155.0149527561325,397.27605944732863,320.58183947680186
w_8352.jpg,whale_69459,2778.482806471194,1417.4017019498322,652.380253546446,516.2721430943097
w_5463.jpg,whale_62939,2486.4266114444767,1355.9538090789126,595.1471469712874,420.2843254384866
w_2866.jpg,whale_36851,1273.1240515107438,1151.9471839573116,523.0545801989922,346.6578742667807
w_3496.jpg,whale_48813,1352.8860402800915,542.9950773913292,441.75870703023406,314.4463018791597
w_2440.jpg,whale_34656,1544.12304616389,704.0074678558769,567.8993574037406,464.64492878487863
w_1277.jpg,whale_17785,1173.3457797597948,577.286123641819,366.0838832850559,511.5787599752706
w_9265.jpg,whale_46974,1159.2656304026773,530.3522924514273,441.1780131896828,328.53681833274254
w_8600.jpg,whale_97440,1553.5098124019682,788.4883639985821,337.92358457082105,281.6029871423507
w_9315.jpg,whale_04397,1595.7502604733208,1600.44364359236,994.9972212363059,811.9552795937782
w_1316.jpg,whale_10583,1304.7605070928919,544.4324418085448,474.03169502295714,689.9273184987594
w_7.jpg,whale_15079,1365.7744876404013,760.3280652843471,520.9655262133488,539.7390586895056
w_4135.jpg,whale_33152,1377.4281906706601,858.9752636698994,538.3934241930976,357.3950650626547
w_7263.jpg,whale_95091,694.8496329329722,986.2876688209737,366.59837145911786,342.05622106854935
w_2557.jpg,whale_82602,1494.0034050258607,865.1108012675415,346.65787426678094,444.82647582905497
w_83.jpg,whale_38681,1340.6149650848074,687.1802109359195,392.6744062490968,358.92894946206513
w_6266.jpg,whale_80405,1033.8380852027003,688.7140953353301,277.6330762933069,282.23472949153836
w_4758.jpg,whale_79648,1525.3495136877332,952.7567731649534,488.1118443800747,535.0456755704664
w_7012.jpg,whale_82554,1288.462895504849,1029.2364320044687,338.9884522697282,375.80167785558115
w_661.jpg,whale_52505,1154.572247283638,511.57875997527054,441.1780131896828,459.95154566583955
w_4845.jpg,whale_97542,2283.447389830411,991.9348719671464,679.0426640312007,709.0004286208127
w_6302.jpg,whale_87155,1753.229868526241,618.1554129624454,300.64134228446505,490.8430078113712
w_5927.jpg,whale_38288,519.9868114001713,1794.6447473103256,926.4661772439629,624.2909505600876
w_7963.jpg,whale_60921,869.7124544657731,1194.8959471408066,329.78514587326504,388.07275305086523
w_8724.jpg,whale_89541,1258.2261127636957,915.3761402381384,475.99559292383196,509.28199802340066
w_1271.jpg,whale_05349,1394.7003736719273,1724.235784157657,376.136377625126,299.57764589611816
w_6793.jpg,whale_35594,1577.775601719555,1021.8926365567581,309.5635674259886,349.50725354547103
w_38.jpg,whale_85464,1408.0149357117548,1291.5125178632643,329.5354104857297,406.094142214738
w_8826.jpg,whale_29569,2026.2612916213163,1515.4777866176082,656.5025229477089,408.01325024320226
w_7476.jpg,whale_33140,1504.545510500504,1178.3387405247308,722.31499066064,778.9018793299069
w_394.jpg,whale_86585,1281.5265963333939,845.4746895290442,549.225684142883,579.1834487324949
w_4083.jpg,whale_73136,837.5008820781519,1050.7108135962162,328.25126147385447,403.4115970449707
w_5495.jpg,whale_98746,1214.9537861342565,995.2635124771032,449.366468844177,502.6247170034869
w_1938.jpg,whale_64634,1108.4372898156366,848.8033300390011,625.784415871891,642.4276184216753
w_916.jpg,whale_64496,1081.8081657359817,466.00967139396136,479.324233433789,495.96743598357324
w_354.jpg,whale_34656,1852.932354487926,949.4744432351209,385.0049842520441,487.77523901255006
w_6521.jpg,whale_53079,2745.629124637922,1985.3010593535744,807.2618964747394,1032.5442861886202
w_7520.jpg,whale_59255,2859.1605205012365,1400.436456661818,392.67440624909705,431.02151623436043
w_486.jpg,whale_24679,1607.5108505822404,789.9504656964253,515.3851582019397,338.9884522697281
w_6199.jpg,whale_78280,1382.0298438688917,1079.8546171850164,242.3537351068644,386.5388686514548
w_8977.jpg,whale_63948,1242.4463635225331,791.4843500958359,414.1487878408443,734.7306273176462
w_5722.jpg,whale_92153,757.7388933088041,397.27605944732846,403.4115970449707,434.0892850331813
w_1477.jpg,whale_60729,1536.9521682093557,590.5454937730558,503.1140830066554,521.5206957995817
w_3468.jpg,whale_08923,1564.5620873987455,599.7488001695191,544.5289617907397,312.912417479749
w_5044.jpg,whale_22059,1148.8794151584905,757.7388933088041,542.9950773913292,348.1917586661914
w_6326.jpg,whale_00195,1441.8513354459026,806.8231940899412,418.7504410390759,309.8446486809279
w_5503.jpg,whale_48490,504.6479674060659,1066.0496575903217,527.656233397224,466.30085742080246
w_6620.jpg,whale_68789,2271.5974296149643,1450.2553837831074,985.6104549982288,624.2199548322114
w_5244.jpg,whale_58362,1447.9868730435446,342.05622106854923,314.4463018791598,500.04631420783426
w_683.jpg,whale_84264,1320.3170910000063,316.7639730000015,569.0538630000026,493.3668960000023
w_5595.jpg,whale_09181,1025.9788860000049,512.9894430000024,583.0699680000025,468.1379070000021
w_1994.jpg,whale_38543,1303.497765000006,633.527946000003,619.511841000003,479.35079100000223
w_5320.jpg,whale_78372,1604.4047257992102,1687.6207385481318,545.8970436329264,612.4698538320638
w_7950.jpg,whale_28892,1194.8959471408066,892.7207204569312,454.02978222551815,400.3438282461494
w_6038.jpg,whale_70138,2082.98942847001,1312.2438145200063,964.4201528400044,648.2168240400028
w_5520.jpg,whale_46169,2644.2503370900126,1944.6504721200092,901.179487080004,648.2168240400031
